"","Well","OD","Time","Plate","ID","Strain","State","Trehalose","Condition","Medium","Replicate"
"1035","C4",1.6103,36,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1036","D4",0.1441,36,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1037","E4",0.1368,36,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1038","F4",0.1457,36,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1039","G4",1.6582,36,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1040","H4",1.5528,36,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1041","A4",0.1705,38,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1042","B4",0.1487,38,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1043","C4",1.5956,38,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1044","D4",0.1411,38,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1045","E4",0.1345,38,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1046","F4",0.1434,38,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1047","G4",1.5943,38,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1048","H4",1.5528,38,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1049","A4",0.1748,40,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1050","B4",0.1475,40,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1051","C4",1.56,40,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1052","D4",0.1429,40,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1053","E4",0.1382,40,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1054","F4",0.1436,40,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1055","G4",1.5212,40,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1056","H4",1.5724,40,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1057","A4",0.1721,42,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1058","B4",0.1497,42,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1059","C4",1.5644,42,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1060","D4",0.1438,42,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1061","E4",0.1374,42,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1062","F4",0.1425,42,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1063","G4",1.4618,42,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1064","H4",1.0251,42,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1065","A4",0.1641,44,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1066","B4",0.1443,44,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1067","C4",1.4688,44,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1068","D4",0.1401,44,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1069","E4",0.135,44,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1070","F4",0.1414,44,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1071","G4",1.4701,44,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1072","H4",1.3716,44,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1073","A4",0.1637,46,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1074","B4",0.1427,46,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1075","C4",1.4224,46,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1076","D4",0.1435,46,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1077","E4",0.1352,46,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1078","F4",0.141,46,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1079","G4",1.5761,46,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1080","H4",1.1706,46,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1081","A4",0.1613,48,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1082","B4",0.1414,48,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1083","C4",1.5219,48,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1084","D4",0.1532,48,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1085","E4",0.1344,48,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1086","F4",0.1386,48,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1087","G4",1.6131,48,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1088","H4",1.3502,48,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1089","A4",0.1539,50,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1090","B4",0.1437,50,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1091","C4",1.4359,50,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1092","D4",0.2837,50,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1093","E4",0.1332,50,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1094","F4",0.1387,50,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1095","G4",1.5999,50,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1096","H4",1.4135,50,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1097","A4",0.1532,52,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1098","B4",0.1405,52,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1099","C4",1.5826,52,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1100","D4",0.3454,52,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1101","E4",0.1303,52,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1102","F4",0.1355,52,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1103","G4",1.7247,52,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1104","H4",1.0078,52,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1105","A4",0.1534,54,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1106","B4",0.1434,54,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1107","C4",1.6996,54,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1108","D4",0.773,54,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1109","E4",0.1312,54,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1110","F4",0.1364,54,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1111","G4",1.7626,54,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1112","H4",1.5637,54,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1113","A4",0.1493,56,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1114","B4",0.1392,56,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1115","C4",1.8105,56,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1116","D4",0.6723,56,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1117","E4",0.1292,56,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1118","F4",0.1306,56,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1119","G4",1.8501,56,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1120","H4",1.1293,56,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1121","A4",0.1471,58,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1122","B4",0.136,58,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1123","C4",1.7914,58,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1124","D4",1.4262,58,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1125","E4",0.1282,58,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1126","F4",0.1327,58,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1127","G4",1.7672,58,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1128","H4",1.4221,58,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1129","A4",0.1498,60,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1130","B4",0.1355,60,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1131","C4",1.8207,60,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1132","D4",1.6525,60,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1133","E4",0.1291,60,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1134","F4",0.1341,60,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1135","G4",1.8802,60,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1136","H4",1.3364,60,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1137","A4",0.1469,62,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1138","B4",0.1339,62,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1139","C4",1.8461,62,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1140","D4",1.7041,62,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1141","E4",0.1288,62,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1142","F4",0.1311,62,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1143","G4",1.9052,62,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1144","H4",1.437,62,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1145","A4",0.1495,64,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1146","B4",0.1346,64,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1147","C4",1.8277,64,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1148","D4",1.7827,64,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1149","E4",0.1282,64,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1150","F4",0.1322,64,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1151","G4",1.8921,64,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1152","H4",1.4274,64,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1153","A4",0.1463,66,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1154","B4",0.1333,66,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1155","C4",1.8265,66,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1156","D4",1.74,66,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1157","E4",0.1283,66,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1158","F4",0.1325,66,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1159","G4",1.8689,66,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1160","H4",1.4333,66,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1161","A4",0.1451,68,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1162","B4",0.1308,68,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1163","C4",1.8897,68,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1164","D4",1.5778,68,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1165","E4",0.128,68,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1166","F4",0.1294,68,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1167","G4",1.7198,68,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1168","H4",1.4505,68,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1169","A4",0.1459,70,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1170","B4",0.1308,70,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1171","C4",1.8168,70,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1172","D4",1.1668,70,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1173","E4",0.1267,70,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1174","F4",0.1288,70,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1175","G4",1.8775,70,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1176","H4",1.5095,70,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1177","A4",0.1456,72,1,"1-A4","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",1
"1178","B4",0.1324,72,1,"1-B4","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",1
"1179","C4",1.8206,72,1,"1-C4","Y7039 x YHL033C","Liquid","No","RT","YPD",1
"1180","D4",1.5545,72,1,"1-D4","Y7039 x YHL033C","Dried","No","RT","YPD",1
"1181","E4",0.1264,72,1,"1-E4","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",1
"1182","F4",0.1309,72,1,"1-F4","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",1
"1183","G4",1.7999,72,1,"1-G4","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",1
"1184","H4",1.5222,72,1,"1-H4","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",1
"1185","A5",0.1359,0,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1186","B5",0.1231,0,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1187","C5",0.1328,0,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1188","D5",0.1254,0,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1189","E5",0.1255,0,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1190","F5",0.1325,0,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1191","G5",0.1242,0,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1192","H5",0.1259,0,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1193","A5",0.139,2,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1194","B5",0.1325,2,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1195","C5",0.144,2,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1196","D5",0.1365,2,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1197","E5",0.1291,2,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1198","F5",0.1449,2,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1199","G5",0.1311,2,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1200","H5",0.1316,2,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1201","A5",0.1541,4,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1202","B5",0.1505,4,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1203","C5",0.164,4,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1204","D5",0.1511,4,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1205","E5",0.138,4,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1206","F5",0.1678,4,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1207","G5",0.1417,4,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1208","H5",0.1411,4,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1209","A5",0.1725,6,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1210","B5",0.1717,6,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1211","C5",0.1905,6,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1212","D5",0.1655,6,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1213","E5",0.1494,6,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1214","F5",0.1815,6,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1215","G5",0.1568,6,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1216","H5",0.1497,6,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1217","A5",0.1889,8,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1218","B5",0.1779,8,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1219","C5",0.2233,8,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1220","D5",0.1756,8,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1221","E5",0.1575,8,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1222","F5",0.1914,8,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1223","G5",0.1825,8,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1224","H5",0.1536,8,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1225","A5",0.1923,10,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1226","B5",0.1637,10,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1227","C5",0.2243,10,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1228","D5",0.1676,10,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1229","E5",0.1533,10,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1230","F5",0.1813,10,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1231","G5",0.1797,10,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1232","H5",0.1536,10,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1233","A5",0.1999,12,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1234","B5",0.1636,12,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1235","C5",0.2883,12,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1236","D5",0.172,12,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1237","E5",0.1599,12,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1238","F5",0.1833,12,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1239","G5",0.2064,12,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1240","H5",0.1631,12,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1241","A5",0.206,14,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1242","B5",0.1569,14,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1243","C5",0.4522,14,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1244","D5",0.1657,14,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1245","E5",0.1562,14,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1246","F5",0.1776,14,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1247","G5",0.4182,14,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1248","H5",0.2193,14,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1249","A5",0.2136,16,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1250","B5",0.1602,16,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1251","C5",0.6184,16,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1252","D5",0.1732,16,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1253","E5",0.1679,16,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1254","F5",0.1866,16,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1255","G5",0.4379,16,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1256","H5",0.355,16,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1257","A5",0.2034,18,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1258","B5",0.1552,18,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1259","C5",1.003,18,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1260","D5",0.1634,18,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1261","E5",0.1542,18,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1262","F5",0.1806,18,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1263","G5",0.9545,18,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1264","H5",0.507,18,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1265","A5",0.216,20,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1266","B5",0.1557,20,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1267","C5",1.3208,20,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1268","D5",0.1773,20,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1269","E5",0.1655,20,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1270","F5",0.181,20,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1271","G5",1.4719,20,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1272","H5",0.8202,20,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1273","A5",0.2099,22,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1274","B5",0.1518,22,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1275","C5",1.5445,22,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1276","D5",0.1646,22,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1277","E5",0.1566,22,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1278","F5",0.1748,22,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1279","G5",1.604,22,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1280","H5",0.9558,22,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
"1281","A5",0.1901,24,1,"1-A5","Y7039 x YHL033C","Liquid","No","Heat Shock","YPD",2
"1282","B5",0.1502,24,1,"1-B5","Y7039 x YHL033C","Dried","No","Heat Shock","YPD",2
"1283","C5",1.4562,24,1,"1-C5","Y7039 x YHL033C","Liquid","No","RT","YPD",2
"1284","D5",0.1619,24,1,"1-D5","Y7039 x YHL033C","Dried","No","RT","YPD",2
"1285","E5",0.1482,24,1,"1-E5","Y7039 x YHL033C","Liquid","Sporulation Medium","Heat Shock","YPD",2
"1286","F5",0.1687,24,1,"1-F5","Y7039 x YHL033C","Dried","Sporulation Medium","Heat Shock","YPD",2
"1287","G5",1.6062,24,1,"1-G5","Y7039 x YHL033C","Liquid","Sporulation Medium","RT","YPD",2
"1288","H5",1.1274,24,1,"1-H5","Y7039 x YHL033C","Dried","Sporulation Medium","RT","YPD",2
